ID,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
196.00,SpiceJet,27/06/2019,Chennai,Kolkata,MAA _ CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543.00
197.00,Jet Airways,12/06/2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:30,04:40 13 Jun,12h 10m,1 stop,No info,12471.00
198.00,Jet Airways,24/06/2019,Delhi,Cochin,DEL _ BOM _ COK,09:00,04:25 25 Jun,19h 25m,1 stop,In-flight meal not included,10262.00
199.00,Air India,18/03/2019,Banglore,New Delhi,BLR _ DEL,13:20,16:10,2h 50m,non-stop,No info,4441.00
200.00,Multiple carriers,27/03/2019,Delhi,Cochin,DEL _ BOM _ COK,07:05,15:30,8h 25m,1 stop,No info,12537.00
201.00,GoAir,24/03/2019,Kolkata,Banglore,CCU _ BOM _ BLR,22:25,07:40 25 Mar,9h 15m,1 stop,No info,10091.00
202.00,Air India,3/06/2019,Banglore,Delhi,BLR _ DEL,21:05,23:55,2h 50m,non-stop,No info,6961.00
203.00,IndiGo,24/04/2019,Delhi,Cochin,DEL _ COK,05:35,08:50,3h 15m,non-stop,No info,5013.00
204.00,Air India,18/05/2019,Delhi,Cochin,DEL _ COK,05:10,08:00,2h 50m,non-stop,No info,6934.00
205.00,Multiple carriers,3/06/2019,Delhi,Cochin,DEL _ BOM _ COK,06:40,19:00,12h 20m,1 stop,No info,10877.00
206.00,Jet Airways,18/04/2019,Banglore,Delhi,BLR _ DEL,15:15,18:10,2h 55m,non-stop,No info,7229.00
207.00,IndiGo,27/03/2019,Delhi,Cochin,DEL _ BOM _ COK,16:00,01:35 28 Mar,9h 35m,1 stop,No info,7048.00
208.00,Vistara,27/06/2019,Banglore,Delhi,BLR _ DEL,17:00,19:35,2h 35m,non-stop,No info,4878.00
209.00,Jet Airways,21/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,10844.00
210.00,Jet Airways,18/05/2019,Delhi,Cochin,DEL _ AMD _ BOM _ COK,23:05,04:25 20 May,29h 20m,2 stops,No info,15129.00
211.00,IndiGo,12/05/2019,Banglore,Delhi,BLR _ DEL,00:30,03:25,2h 55m,non-stop,No info,3943.00
212.00,SpiceJet,6/06/2019,Delhi,Cochin,DEL _ MAA _ COK,06:05,11:20,5h 15m,1 stop,No info,5583.00
213.00,Multiple carriers,6/06/2019,Delhi,Cochin,DEL _ HYD _ COK,07:05,16:10,9h 5m,1 stop,No info,9646.00
214.00,Multiple carriers,3/06/2019,Delhi,Cochin,DEL _ BOM _ COK,08:30,19:15,10h 45m,1 stop,No info,7677.00
215.00,IndiGo,1/06/2019,Delhi,Cochin,DEL _ BLR _ COK,05:10,10:05,4h 55m,1 stop,No info,6842.00
216.00,Jet Airways,24/06/2019,Mumbai,Hyderabad,BOM _ HYD,08:45,10:15,1h 30m,non-stop,In-flight meal not included,4995.00
217.00,Vistara,9/06/2019,Kolkata,Banglore,CCU _ DEL _ BLR,07:10,18:50,11h 40m,1 stop,No info,9555.00
218.00,IndiGo,1/06/2019,Banglore,Delhi,BLR _ DEL,01:30,04:15,2h 45m,non-stop,No info,4077.00
219.00,Jet Airways,12/05/2019,Banglore,Delhi,BLR _ DEL,15:15,18:10,2h 55m,non-stop,No info,7229.00
220.00,Multiple carriers,9/06/2019,Delhi,Cochin,DEL _ BOM _ COK,09:00,19:00,10h,1 stop,No info,12192.00
221.00,Air India,12/04/2019,Banglore,Delhi,BLR _ DEL,10:00,12:45,2h 45m,non-stop,No info,5911.00
222.00,Air India,12/06/2019,Delhi,Cochin,DEL _ BOM _ COK,09:00,19:15,10h 15m,1 stop,No info,8372.00
223.00,Jet Airways,18/03/2019,Mumbai,Hyderabad,BOM _ HYD,07:10,08:35,1h 25m,non-stop,In-flight meal not included,4995.00
224.00,Multiple carriers,9/05/2019,Delhi,Cochin,DEL _ BOM _ COK,10:00,19:15,9h 15m,1 stop,No info,14323.00
225.00,Jet Airways,9/06/2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,05:30,04:25 10 Jun,22h 55m,2 stops,No info,13014.00
226.00,Air India,6/06/2019,Delhi,Cochin,DEL _ CCU _ BOM _ COK,14:25,19:15 07 Jun,28h 50m,2 stops,No info,13591.00
227.00,Jet Airways,3/03/2019,Delhi,Cochin,DEL _ IDR _ BOM _ COK,05:25,18:50 04 Mar,37h 25m,2 stops,No info,18799.00
228.00,IndiGo,27/04/2019,Banglore,Delhi,BLR _ DEL,23:30,02:20 28 Apr,2h 50m,non-stop,No info,3943.00
229.00,SpiceJet,21/05/2019,Mumbai,Hyderabad,BOM _ HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965.00
230.00,Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM _ HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995.00
231.00,Air India,24/03/2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:50,18:30 25 Mar,25h 40m,1 stop,No info,14641.00
232.00,Air India,12/04/2019,Kolkata,Banglore,CCU _ BLR,20:45,23:20,2h 35m,non-stop,No info,4460.00
233.00,Air India,18/05/2019,Delhi,Cochin,DEL _ BOM _ COK,13:00,19:15,6h 15m,1 stop,No info,10191.00
234.00,Jet Airways,9/03/2019,Delhi,Cochin,DEL _ BOM _ COK,02:15,19:45,17h 30m,1 stop,In-flight meal not included,13843.00
235.00,IndiGo,1/05/2019,Delhi,Cochin,DEL _ LKO _ COK,21:50,03:35 02 May,5h 45m,1 stop,No info,6349.00
236.00,Air Asia,1/05/2019,Kolkata,Banglore,CCU _ BLR,10:20,12:55,2h 35m,non-stop,No info,4409.00
237.00,Jet Airways,6/03/2019,Delhi,Cochin,DEL _ BOM _ COK,18:15,19:45 07 Mar,25h 30m,1 stop,No info,17024.00
238.00,Multiple carriers,18/05/2019,Delhi,Cochin,DEL _ BOM _ COK,07:05,21:00,13h 55m,1 stop,No info,13727.00
239.00,IndiGo,15/03/2019,Banglore,New Delhi,BLR _ DEL,18:25,21:20,2h 55m,non-stop,No info,8855.00
240.00,Multiple carriers,24/06/2019,Delhi,Cochin,DEL _ BOM _ COK,08:45,19:00,10h 15m,1 stop,No info,12524.00
241.00,Jet Airways,18/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,11:40,20:20,8h 40m,1 stop,No info,13555.00
242.00,Jet Airways,6/06/2019,Kolkata,Banglore,CCU _ BOM _ BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,10844.00
243.00,Multiple carriers,9/06/2019,Delhi,Cochin,DEL _ BOM _ COK,09:00,21:00,12h,1 stop,No info,13587.00
244.00,SpiceJet,12/06/2019,Chennai,Kolkata,MAA _ CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543.00
245.00,Vistara,18/03/2019,Chennai,Kolkata,MAA _ CCU,07:05,09:20,2h 15m,non-stop,No info,4842.00
246.00,IndiGo,24/04/2019,Banglore,Delhi,BLR _ DEL,23:30,02:20 25 Apr,2h 50m,non-stop,No info,3943.00
247.00,Jet Airways,9/06/2019,Delhi,Cochin,DEL _ BOM _ COK,19:15,04:25 10 Jun,9h 10m,1 stop,In-flight meal not included,10577.00
248.00,IndiGo,15/05/2019,Delhi,Cochin,DEL _ BOM _ COK,10:35,21:00,10h 25m,1 stop,No info,6979.00
249.00,Vistara,27/06/2019,Chennai,Kolkata,MAA _ CCU,17:45,20:05,2h 20m,non-stop,No info,11982.00
250.00,SpiceJet,6/06/2019,Delhi,Cochin,DEL _ PNQ _ COK,08:45,13:15,4h 30m,1 stop,No info,5264.00
251.00,Vistara,3/03/2019,Delhi,Cochin,DEL _ COK,06:00,09:10,3h 10m,non-stop,No info,8001.00
252.00,Air India,1/06/2019,Delhi,Cochin,DEL _ AMD _ BOM _ COK,19:45,19:15 02 Jun,23h 30m,2 stops,No info,10651.00
253.00,Jet Airways,24/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:30,19:50 25 May,27h 20m,1 stop,In-flight meal not included,10844.00
254.00,Multiple carriers,27/03/2019,Delhi,Cochin,DEL _ HYD _ COK,09:45,22:20,12h 35m,1 stop,No info,6601.00
255.00,Air India,21/03/2019,Delhi,Cochin,DEL _ BOM _ COK,19:00,19:15 22 Mar,24h 15m,1 stop,No info,6587.00
256.00,SpiceJet,21/03/2019,Mumbai,Hyderabad,BOM _ HYD,13:10,14:30,1h 20m,non-stop,No info,3173.00
257.00,Air India,9/05/2019,Banglore,Delhi,BLR _ DEL,10:00,12:45,2h 45m,non-stop,No info,5228.00
258.00,Jet Airways,21/06/2019,Banglore,Delhi,BLR _ DEL,07:10,10:10,3h,non-stop,In-flight meal not included,5769.00
259.00,Jet Airways,6/06/2019,Delhi,Cochin,DEL _ BOM _ COK,08:00,19:00,11h,1 stop,No info,14714.00
260.00,Jet Airways,3/06/2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,05:30,19:00,13h 30m,2 stops,No info,13014.00
261.00,IndiGo,3/06/2019,Banglore,Delhi,BLR _ DEL,22:10,01:00 04 Jun,2h 50m,non-stop,No info,3359.00
262.00,GoAir,03/03/2019,Banglore,New Delhi,BLR _ DEL,20:55,23:50,2h 55m,non-stop,No info,6722.00
263.00,IndiGo,18/03/2019,Kolkata,Banglore,CCU _ BLR,09:35,12:20,2h 45m,non-stop,No info,4462.00
264.00,IndiGo,9/03/2019,Delhi,Cochin,DEL _ HYD _ COK,04:55,16:10,11h 15m,1 stop,No info,6171.00
265.00,Air India,21/05/2019,Kolkata,Banglore,CCU _ IXR _ DEL _ BLR,05:50,20:25,14h 35m,2 stops,No info,12303.00
266.00,Multiple carriers,21/03/2019,Delhi,Cochin,DEL _ BOM _ COK,11:40,01:35 22 Mar,13h 55m,1 stop,No info,7695.00
267.00,IndiGo,24/06/2019,Delhi,Cochin,DEL _ BOM _ COK,11:25,01:30 25 Jun,14h 5m,1 stop,No info,5684.00
268.00,Air India,12/06/2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:50,07:55 13 Jun,15h 5m,1 stop,No info,8366.00
269.00,Air India,1/03/2019,Chennai,Kolkata,MAA _ CCU,11:40,13:55,2h 15m,non-stop,No info,19630.00
270.00,Jet Airways,06/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,14:05,05:05 07 Mar,15h,1 stop,In-flight meal not included,13502.00
271.00,Jet Airways,1/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,21:10,10:05 02 May,12h 55m,1 stop,No info,14781.00
272.00,Multiple carriers,12/06/2019,Delhi,Cochin,DEL _ HYD _ COK,07:10,16:10,9h,1 stop,No info,6513.00
273.00,Air India,1/06/2019,Delhi,Cochin,DEL _ BOM _ COK,07:00,19:15,12h 15m,1 stop,No info,9929.00
274.00,Multiple carriers,6/06/2019,Delhi,Cochin,DEL _ IXU _ BOM _ COK,17:50,01:30 07 Jun,7h 40m,2 stops,No info,18275.00
275.00,Air India,9/04/2019,Delhi,Cochin,DEL _ MAA _ COK,06:05,09:25 10 Apr,27h 20m,1 stop,No info,4487.00
276.00,IndiGo,15/03/2019,Mumbai,Hyderabad,BOM _ HYD,21:20,22:45,1h 25m,non-stop,No info,2754.00
277.00,Air India,27/03/2019,Mumbai,Hyderabad,BOM _ HYD,06:20,07:40,1h 20m,non-stop,No info,2575.00
278.00,SpiceJet,12/06/2019,Kolkata,Banglore,CCU _ IXB _ BLR,15:55,21:25,5h 30m,1 stop,No info,8224.00
279.00,Air India,9/03/2019,Delhi,Cochin,DEL _ BLR _ COK,20:30,08:15 10 Mar,11h 45m,1 stop,No info,8991.00
280.00,IndiGo,24/06/2019,Delhi,Cochin,DEL _ COK,05:35,08:50,3h 15m,non-stop,No info,5000.00
281.00,Jet Airways,12/06/2019,Kolkata,Banglore,CCU _ BOM _ BLR,18:55,19:50 13 Jun,24h 55m,1 stop,In-flight meal not included,8529.00
282.00,Air India,3/03/2019,Delhi,Cochin,DEL _ MAA _ COK,06:05,09:25 04 Mar,27h 20m,1 stop,No info,14042.00
283.00,Jet Airways,24/05/2019,Banglore,Delhi,BLR _ DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4030.00
284.00,Jet Airways,6/06/2019,Kolkata,Banglore,CCU _ BOM _ BLR,18:55,12:00 07 Jun,17h 5m,1 stop,In-flight meal not included,10844.00
285.00,IndiGo,6/05/2019,Kolkata,Banglore,CCU _ BLR,21:25,00:05 07 May,2h 40m,non-stop,No info,4804.00
286.00,Multiple carriers,27/05/2019,Delhi,Cochin,DEL _ BOM _ COK,17:30,01:30 28 May,8h,1 stop,In-flight meal not included,7308.00
287.00,IndiGo,12/05/2019,Banglore,Delhi,BLR _ DEL,16:55,19:55,3h,non-stop,No info,4823.00
288.00,Jet Airways,24/06/2019,Delhi,Cochin,DEL _ BOM _ COK,09:00,12:35 25 Jun,27h 35m,1 stop,In-flight meal not included,10262.00
289.00,Jet Airways,27/05/2019,Delhi,Cochin,DEL _ BOM _ COK,20:55,04:25 28 May,7h 30m,1 stop,In-flight meal not included,12898.00
290.00,Air India,12/03/2019,Banglore,New Delhi,BLR _ BOM _ JDH _ DEL,17:25,16:20 13 Mar,22h 55m,2 stops,No info,12778.00
291.00,IndiGo,3/03/2019,Delhi,Cochin,DEL _ BOM _ COK,04:45,13:20,8h 35m,1 stop,No info,14871.00
292.00,Air India,21/03/2019,Delhi,Cochin,DEL _ UDR _ BOM _ COK,13:20,19:15 22 Mar,29h 55m,2 stops,No info,8708.00
293.00,Jet Airways,6/06/2019,Kolkata,Banglore,CCU _ BOM _ BLR,20:00,18:15 07 Jun,22h 15m,1 stop,In-flight meal not included,10844.00
294.00,SpiceJet,6/03/2019,Mumbai,Hyderabad,BOM _ HYD,05:45,07:05,1h 20m,non-stop,No info,4129.00
295.00,IndiGo,18/05/2019,Kolkata,Banglore,CCU _ BLR,21:25,00:05 19 May,2h 40m,non-stop,No info,4804.00
296.00,Jet Airways,6/05/2019,Banglore,Delhi,BLR _ DEL,08:20,11:20,3h,non-stop,No info,7229.00
297.00,Jet Airways,21/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,07:00,19:10,12h 10m,1 stop,In-flight meal not included,7832.00
298.00,SpiceJet,18/03/2019,Chennai,Kolkata,MAA _ CCU,09:30,12:05,2h 35m,non-stop,No info,3859.00
299.00,Multiple carriers,6/06/2019,Delhi,Cochin,DEL _ BOM _ COK,07:30,19:15,11h 45m,1 stop,No info,9001.00
300.00,Vistara,9/05/2019,Banglore,Delhi,BLR _ DEL,17:00,19:35,2h 35m,non-stop,No info,4878.00
301.00,IndiGo,3/05/2019,Mumbai,Hyderabad,BOM _ HYD,02:35,04:05,1h 30m,non-stop,No info,2754.00
302.00,Vistara,27/06/2019,Banglore,Delhi,BLR _ DEL,07:00,09:40,2h 40m,non-stop,No info,4668.00
303.00,Air Asia,12/05/2019,Kolkata,Banglore,CCU _ BLR,10:20,12:55,2h 35m,non-stop,No info,5216.00
304.00,Jet Airways,6/06/2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,05:30,04:25 07 Jun,22h 55m,2 stops,In-flight meal not included,10368.00
305.00,IndiGo,9/03/2019,Delhi,Cochin,DEL _ HYD _ MAA _ COK,06:40,21:20,14h 40m,2 stops,No info,8146.00
306.00,Jet Airways,27/03/2019,Delhi,Cochin,DEL _ BOM _ COK,13:00,04:25 28 Mar,15h 25m,1 stop,No info,12242.00
307.00,Jet Airways,15/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,08:00,15:15,7h 15m,1 stop,In-flight meal not included,9134.00
308.00,Air India,6/06/2019,Delhi,Cochin,DEL _ HYD _ MAA _ COK,13:15,09:25 07 Jun,20h 10m,2 stops,No info,10939.00
309.00,Air India,6/06/2019,Delhi,Cochin,DEL _ GOI _ BOM _ COK,10:55,07:40 07 Jun,20h 45m,2 stops,No info,11753.00
310.00,SpiceJet,24/04/2019,Kolkata,Banglore,CCU _ BLR,17:10,19:40,2h 30m,non-stop,No info,4174.00
311.00,Jet Airways,21/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,20:00,19:50 22 May,23h 50m,1 stop,In-flight meal not included,10844.00
312.00,Jet Airways,3/06/2019,Delhi,Cochin,DEL _ BOM _ COK,16:00,19:00 04 Jun,27h,1 stop,No info,14714.00
313.00,Jet Airways,12/06/2019,Kolkata,Banglore,CCU _ BOM _ BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,9899.00
314.00,IndiGo,3/03/2019,Delhi,Cochin,DEL _ BOM _ COK,09:10,21:00,11h 50m,1 stop,No info,14871.00
315.00,IndiGo,6/03/2019,Chennai,Kolkata,MAA _ CCU,13:20,15:35,2h 15m,non-stop,No info,7295.00
316.00,Air India,6/06/2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,18:45,19:15 07 Jun,24h 30m,2 stops,No info,13465.00
317.00,SpiceJet,21/05/2019,Chennai,Kolkata,MAA _ CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543.00
318.00,Multiple carriers,27/06/2019,Delhi,Cochin,DEL _ BOM _ COK,19:00,01:30 28 Jun,6h 30m,1 stop,No info,7198.00
319.00,Jet Airways,1/06/2019,Delhi,Cochin,DEL _ BOM _ COK,08:00,04:25 02 Jun,20h 25m,1 stop,In-flight meal not included,10262.00
320.00,IndiGo,15/03/2019,Kolkata,Banglore,CCU _ BLR,15:20,17:55,2h 35m,non-stop,No info,4148.00
321.00,Jet Airways,27/06/2019,Banglore,Delhi,BLR _ DEL,15:15,18:10,2h 55m,non-stop,No info,8016.00
322.00,Jet Airways,9/06/2019,Delhi,Cochin,DEL _ BOM _ COK,22:50,04:25 10 Jun,5h 35m,1 stop,In-flight meal not included,10262.00
323.00,SpiceJet,15/06/2019,Kolkata,Banglore,CCU _ BLR,14:55,17:25,2h 30m,non-stop,No check-in baggage included,3841.00
324.00,Jet Airways,12/03/2019,Banglore,New Delhi,BLR _ MAA _ DEL,09:45,00:30 13 Mar,14h 45m,1 stop,No info,11507.00
325.00,Jet Airways,1/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,08:25,20:45,12h 20m,1 stop,No info,14781.00
326.00,Jet Airways,27/05/2019,Delhi,Cochin,DEL _ BOM _ COK,17:30,19:00 28 May,25h 30m,1 stop,No info,16079.00
327.00,Jet Airways,27/05/2019,Delhi,Cochin,DEL _ BOM _ COK,22:50,04:25 28 May,5h 35m,1 stop,In-flight meal not included,12898.00
328.00,Multiple carriers,6/03/2019,Delhi,Cochin,DEL _ BOM _ COK,07:30,19:15,11h 45m,1 stop,No info,15353.00
329.00,IndiGo,24/03/2019,Banglore,New Delhi,BLR _ DEL,18:25,21:20,2h 55m,non-stop,No info,7303.00
330.00,SpiceJet,24/03/2019,Kolkata,Banglore,CCU _ MAA _ BLR,15:05,20:45,5h 40m,1 stop,No info,6197.00
331.00,Air India,9/06/2019,Kolkata,Banglore,CCU _ BBI _ BLR,09:10,13:15,4h 5m,1 stop,No info,8996.00
332.00,IndiGo,21/03/2019,Delhi,Cochin,DEL _ HYD _ COK,14:20,22:20,8h,1 stop,No info,6528.00
333.00,GoAir,9/04/2019,Banglore,Delhi,BLR _ DEL,20:55,23:40,2h 45m,non-stop,No info,4239.00
334.00,IndiGo,12/03/2019,Kolkata,Banglore,CCU _ BLR,20:25,23:05,2h 40m,non-stop,No info,4148.00
335.00,SpiceJet,24/05/2019,Banglore,Delhi,BLR _ DEL,21:10,00:05 25 May,2h 55m,non-stop,No info,3971.00
336.00,Air Asia,6/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,07:35,23:30,15h 55m,1 stop,No info,5192.00
337.00,Jet Airways,9/04/2019,Delhi,Cochin,DEL _ AMD _ BOM _ COK,13:25,12:35 10 Apr,23h 10m,2 stops,No info,9483.00
338.00,Jet Airways,3/06/2019,Delhi,Cochin,DEL _ JDH _ BOM _ COK,11:40,19:00,7h 20m,2 stops,No info,18804.00
339.00,Air India,18/06/2019,Delhi,Cochin,DEL _ COK,05:10,08:00,2h 50m,non-stop,No info,5201.00
340.00,Jet Airways,27/05/2019,Delhi,Cochin,DEL _ BOM _ COK,11:30,19:00,7h 30m,1 stop,No info,16079.00
341.00,Jet Airways,15/06/2019,Banglore,Delhi,BLR _ DEL,19:50,22:50,3h,non-stop,In-flight meal not included,7229.00
342.00,Multiple carriers,27/05/2019,Delhi,Cochin,DEL _ BOM _ COK,17:45,01:30 28 May,7h 45m,1 stop,No info,6795.00
343.00,Jet Airways,9/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,09:35,10:55 10 May,25h 20m,1 stop,No info,10953.00
344.00,Multiple carriers,24/06/2019,Delhi,Cochin,DEL _ IDR _ BOM _ COK,15:05,01:30 25 Jun,10h 25m,2 stops,No info,15965.00
345.00,Air India,9/04/2019,Delhi,Cochin,DEL _ JDH _ BOM _ COK,12:55,19:15 10 Apr,30h 20m,2 stops,No info,9968.00
346.00,IndiGo,6/06/2019,Kolkata,Banglore,CCU _ BLR,22:15,00:50 07 Jun,2h 35m,non-stop,No info,4804.00
347.00,Jet Airways,27/05/2019,Delhi,Cochin,DEL _ BOM _ COK,10:00,19:00,9h,1 stop,No info,16079.00
348.00,Jet Airways,12/06/2019,Delhi,Cochin,DEL _ IDR _ BOM _ COK,21:25,12:35 13 Jun,15h 10m,2 stops,In-flight meal not included,11507.00
349.00,Air India,9/06/2019,Kolkata,Banglore,CCU _ BOM _ COK _ BLR,09:25,13:45 10 Jun,28h 20m,2 stops,No info,11542.00
350.00,Jet Airways,24/04/2019,Banglore,Delhi,BLR _ DEL,17:45,20:45,3h,non-stop,No info,7229.00
351.00,Jet Airways,27/04/2019,Banglore,Delhi,BLR _ DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,4544.00
352.00,IndiGo,15/05/2019,Delhi,Cochin,DEL _ BLR _ COK,05:10,10:05,4h 55m,1 stop,No info,6496.00
353.00,IndiGo,15/06/2019,Kolkata,Banglore,CCU _ BLR,21:25,00:05 16 Jun,2h 40m,non-stop,No info,4804.00
354.00,Air India,01/03/2019,Banglore,New Delhi,BLR _ CCU _ DEL,11:05,09:15 02 Mar,22h 10m,1 stop,No info,13439.00
355.00,Jet Airways,27/03/2019,Delhi,Cochin,DEL _ BOM _ COK,18:15,04:25 28 Mar,10h 10m,1 stop,In-flight meal not included,6540.00
356.00,IndiGo,1/06/2019,Banglore,Delhi,BLR _ DEL,23:30,02:20 02 Jun,2h 50m,non-stop,No info,4591.00
357.00,IndiGo,18/03/2019,Banglore,New Delhi,BLR _ HYD _ DEL,16:15,20:35,4h 20m,1 stop,No info,4437.00
358.00,Air Asia,21/03/2019,Delhi,Cochin,DEL _ BLR _ COK,20:10,07:10 22 Mar,11h,1 stop,No info,6151.00
359.00,Jet Airways,21/06/2019,Banglore,Delhi,BLR _ DEL,17:45,20:45,3h,non-stop,In-flight meal not included,7754.00
360.00,Jet Airways,24/06/2019,Delhi,Cochin,DEL _ BOM _ COK,14:00,12:35 25 Jun,22h 35m,1 stop,In-flight meal not included,10262.00
361.00,Jet Airways,9/06/2019,Banglore,Delhi,BLR _ DEL,18:55,22:00,3h 5m,non-stop,No info,8016.00
362.00,SpiceJet,24/03/2019,Kolkata,Banglore,CCU _ BLR,06:55,09:35,2h 40m,non-stop,No check-in baggage included,4781.00
363.00,Vistara,27/06/2019,Banglore,Delhi,BLR _ DEL,11:30,14:20,2h 50m,non-stop,No info,4668.00
364.00,Air India,06/03/2019,Banglore,New Delhi,BLR _ MAA _ DEL,11:50,08:55 07 Mar,21h 5m,1 stop,No info,14594.00
365.00,Jet Airways,24/03/2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:55,04:45 25 Mar,11h 50m,1 stop,No info,14231.00
366.00,Air India,15/05/2019,Delhi,Cochin,DEL _ TRV _ COK,05:15,06:50 16 May,25h 35m,1 stop,No info,8425.00
367.00,Multiple carriers,12/06/2019,Delhi,Cochin,DEL _ HYD _ COK,07:05,22:30,15h 25m,1 stop,No info,9646.00
368.00,IndiGo,3/03/2019,Chennai,Kolkata,MAA _ CCU,14:40,17:05,2h 25m,non-stop,No info,7295.00
369.00,Air Asia,9/04/2019,Kolkata,Banglore,CCU _ BBI _ BLR,06:50,10:30,3h 40m,1 stop,No info,5162.00
370.00,IndiGo,09/03/2019,Banglore,New Delhi,BLR _ DEL,18:25,21:20,2h 55m,non-stop,No info,6860.00
371.00,Vistara,15/04/2019,Delhi,Cochin,DEL _ COK,06:00,09:10,3h 10m,non-stop,No info,6216.00
372.00,Air Asia,24/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,07:35,19:25,11h 50m,1 stop,No info,5192.00
373.00,IndiGo,9/04/2019,Banglore,Delhi,BLR _ DEL,20:00,22:50,2h 50m,non-stop,No info,4823.00
374.00,SpiceJet,3/04/2019,Banglore,Delhi,BLR _ DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3919.00
375.00,IndiGo,3/06/2019,Mumbai,Hyderabad,BOM _ HYD,19:05,20:35,1h 30m,non-stop,No info,2754.00
376.00,Multiple carriers,9/05/2019,Delhi,Cochin,DEL _ BOM _ COK,07:30,19:00,11h 30m,1 stop,No info,9315.00
377.00,Multiple carriers,27/03/2019,Delhi,Cochin,DEL _ BOM _ COK,10:00,18:50,8h 50m,1 stop,No info,11667.00
378.00,Jet Airways,12/06/2019,Kolkata,Banglore,CCU _ BOM _ BLR,08:25,04:40 13 Jun,20h 15m,1 stop,In-flight meal not included,6224.00
379.00,Air India,24/03/2019,Kolkata,Banglore,CCU _ BOM _ GOI _ BLR,09:25,05:35 25 Mar,20h 10m,2 stops,No info,13349.00
380.00,Jet Airways,18/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,16:55,09:00 16 Mar,16h 5m,1 stop,In-flight meal not included,11087.00
381.00,Multiple carriers,6/03/2019,Delhi,Cochin,DEL _ BOM _ COK,13:00,01:35 07 Mar,12h 35m,1 stop,No info,15603.00
382.00,Jet Airways,9/05/2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,19:30,12:35 10 May,17h 5m,2 stops,No info,15129.00
383.00,IndiGo,9/04/2019,Banglore,Delhi,BLR _ DEL,16:55,19:55,3h,non-stop,No info,4823.00
384.00,Vistara,1/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,07:10,22:40,15h 30m,1 stop,No info,8452.00
385.00,Multiple carriers,6/06/2019,Delhi,Cochin,DEL _ BOM _ COK,07:30,19:00,11h 30m,1 stop,No info,12524.00
386.00,SpiceJet,27/03/2019,Chennai,Kolkata,MAA _ CCU,17:45,20:05,2h 20m,non-stop,No info,3384.00
387.00,Jet Airways,1/06/2019,Delhi,Cochin,DEL _ BOM _ COK,19:15,19:00 02 Jun,23h 45m,1 stop,In-flight meal not included,10262.00
388.00,SpiceJet,18/06/2019,Mumbai,Hyderabad,BOM _ HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965.00
389.00,IndiGo,18/05/2019,Kolkata,Banglore,CCU _ BLR,22:15,00:50 19 May,2h 35m,non-stop,No info,4804.00
390.00,Jet Airways,27/05/2019,Delhi,Cochin,DEL _ BOM _ COK,18:15,19:00 28 May,24h 45m,1 stop,No info,16079.00
391.00,Jet Airways,1/06/2019,Delhi,Cochin,DEL _ IDR _ BOM _ COK,21:25,19:00 02 Jun,21h 35m,2 stops,No info,13292.00
392.00,Air Asia,9/05/2019,Delhi,Cochin,DEL _ BLR _ COK,07:55,13:25,5h 30m,1 stop,No info,6751.00
393.00,Air India,15/05/2019,Delhi,Cochin,DEL _ BOM _ COK,07:00,19:15,12h 15m,1 stop,No info,8669.00
