ID,Airline,Date_of_Journey,Source,Destination,Route,Arrival_Time,Duration,Total_Stops,Additional_Info, Price_EUR 
190,Eurowings,12-06-2019 11:10,London,Frankfurt,LHR _ FRA,12-06-2019 13:55,2h 45m,non-stop,No info, 37.2 
191,Ryanair,03-03-2019 12:10,London,Frankfurt,LHR _ MXP _ FRA,03-03-2019 17:05,4h 55m,1 stop,No info, 96.1 
192,Lufthansa,27-03-2019 05:15,Frankfurt,Rome,FRA _ BER _ FCO,28-03-2019 06:50,25h 35m,1 stop,No info, 78.8 
193,Ryanair,24-06-2019 16:10,Frankfurt,Rome,FRA _ BER _ FCO,24-06-2019 22:30,6h 20m,1 stop,No info, 70.5 
194,British Airways,27-06-2019 18:55,London,Frankfurt,LHR _ FRA,27-06-2019 22:00,3h 5m,non-stop,No info, 88.2 
195,British Airways,12-03-2019 20:35,London,Frankfurt,LHR _ MXP _ FRA,13-03-2019 15:15,18h 40m,1 stop,In-flight meal not included, 122.0 
196,easyJet,27-06-2019 09:45,Madrid,Paris,MAD _ CDG,27-06-2019 12:00,2h 15m,non-stop,No check-in baggage included, 39.0 
197,British Airways,12-06-2019 16:30,Paris,London,CDG _ WAW _ LHR,13-06-2019 04:40,12h 10m,1 stop,No info, 137.2 
198,British Airways,24-06-2019 09:00,Frankfurt,Rome,FRA _ BER _ FCO,25-06-2019 04:25,19h 25m,1 stop,In-flight meal not included, 112.9 
199,Lufthansa,18-03-2019 13:20,London,Frankfurt,LHR _ FRA,18-03-2019 16:10,2h 50m,non-stop,No info, 48.9 
200,Multiple carriers,27-03-2019 07:05,Frankfurt,Rome,FRA _ BER _ FCO,27-03-2019 15:30,8h 25m,1 stop,No info, 137.9 
201,Wizz Air,24-03-2019 22:25,Paris,London,CDG _ WAW _ LHR,25-03-2019 07:40,9h 15m,1 stop,No info, 111.0 
202,Lufthansa,03-06-2019 21:05,London,Frankfurt,LHR _ FRA,03-06-2019 23:55,2h 50m,non-stop,No info, 76.6 
203,Ryanair,24-04-2019 05:35,Frankfurt,Rome,FRA _ FCO,24-04-2019 08:50,3h 15m,non-stop,No info, 55.1 
204,Lufthansa,18-05-2019 05:10,Frankfurt,Rome,FRA _ FCO,18-05-2019 08:00,2h 50m,non-stop,No info, 76.3 
205,Multiple carriers,03-06-2019 06:40,Frankfurt,Rome,FRA _ BER _ FCO,03-06-2019 19:00,12h 20m,1 stop,No info, 119.7 
206,British Airways,18-04-2019 15:15,London,Frankfurt,LHR _ FRA,18-04-2019 18:10,2h 55m,non-stop,No info, 79.5 
207,Ryanair,27-03-2019 16:00,Frankfurt,Rome,FRA _ BER _ FCO,28-03-2019 01:35,9h 35m,1 stop,No info, 77.5 
208,Air France,27-06-2019 17:00,London,Frankfurt,LHR _ FRA,27-06-2019 19:35,2h 35m,non-stop,No info, 53.7 
209,British Airways,21-05-2019 14:05,Paris,London,CDG _ WAW _ LHR,21-05-2019 23:35,9h 30m,1 stop,In-flight meal not included, 119.3 
210,British Airways,18-05-2019 23:05,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,20-05-2019 04:25,29h 20m,2 stops,No info, 166.4 
211,Ryanair,12-05-2019 00:30,London,Frankfurt,LHR _ FRA,12-05-2019 03:25,2h 55m,non-stop,No info, 43.4 
212,easyJet,06-06-2019 06:05,Frankfurt,Rome,FRA _ BER _ FCO,06-06-2019 11:20,5h 15m,1 stop,No info, 61.4 
213,Multiple carriers,06-06-2019 07:05,Frankfurt,Rome,FRA _ BER _ FCO,06-06-2019 16:10,9h 5m,1 stop,No info, 106.1 
214,Multiple carriers,03-06-2019 08:30,Frankfurt,Rome,FRA _ BER _ FCO,03-06-2019 19:15,10h 45m,1 stop,No info, 84.5 
215,Ryanair,01-06-2019 05:10,Frankfurt,Rome,FRA _ BER _ FCO,01-06-2019 10:05,4h 55m,1 stop,No info, 75.3 
216,British Airways,24-06-2019 08:45,Zurich,Amsterdam,ZRH _ AMS,24-06-2019 10:15,1h 30m,non-stop,In-flight meal not included, 54.9 
217,Air France,09-06-2019 07:10,Paris,London,CDG _ WAW _ LHR,09-06-2019 18:50,11h 40m,1 stop,No info, 105.1 
218,Ryanair,01-06-2019 01:30,London,Frankfurt,LHR _ FRA,01-06-2019 04:15,2h 45m,non-stop,No info, 44.9 
219,British Airways,12-05-2019 15:15,London,Frankfurt,LHR _ FRA,12-05-2019 18:10,2h 55m,non-stop,No info, 79.5 
220,Multiple carriers,09-06-2019 09:00,Frankfurt,Rome,FRA _ BER _ FCO,09-06-2019 19:00,10h 00m,1 stop,No info, 134.1 
221,Lufthansa,12-04-2019 10:00,London,Frankfurt,LHR _ FRA,12-04-2019 12:45,2h 45m,non-stop,No info, 65.0 
222,Lufthansa,12-06-2019 09:00,Frankfurt,Rome,FRA _ BER _ FCO,12-06-2019 19:15,10h 15m,1 stop,No info, 92.1 
223,British Airways,18-03-2019 07:10,Zurich,Amsterdam,ZRH _ AMS,18-03-2019 08:35,1h 25m,non-stop,In-flight meal not included, 54.9 
224,Multiple carriers,09-05-2019 10:00,Frankfurt,Rome,FRA _ BER _ FCO,09-05-2019 19:15,9h 15m,1 stop,No info, 157.6 
225,British Airways,09-06-2019 05:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,10-06-2019 04:25,22h 55m,2 stops,No info, 143.2 
226,Lufthansa,06-06-2019 14:25,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,07-06-2019 19:15,28h 50m,2 stops,No info, 149.5 
227,British Airways,03-03-2019 05:25,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,04-03-2019 18:50,37h 25m,2 stops,No info, 206.8 
228,Ryanair,27-04-2019 23:30,London,Frankfurt,LHR _ FRA,28-04-2019 02:20,2h 50m,non-stop,No info, 43.4 
229,easyJet,21-05-2019 05:45,Zurich,Amsterdam,ZRH _ AMS,21-05-2019 07:15,1h 30m,non-stop,No check-in baggage included, 21.6 
230,British Airways,27-05-2019 10:20,Zurich,Amsterdam,ZRH _ AMS,27-05-2019 11:50,1h 30m,non-stop,In-flight meal not included, 54.9 
231,Lufthansa,24-03-2019 16:50,Paris,London,CDG _ WAW _ LHR,25-03-2019 18:30,25h 40m,1 stop,No info, 161.1 
232,Lufthansa,12-04-2019 20:45,Paris,London,CDG _ LHR,12-04-2019 23:20,2h 35m,non-stop,No info, 49.1 
233,Lufthansa,18-05-2019 13:00,Frankfurt,Rome,FRA _ BER _ FCO,18-05-2019 19:15,6h 15m,1 stop,No info, 112.1 
234,British Airways,09-03-2019 02:15,Frankfurt,Rome,FRA _ BER _ FCO,09-03-2019 19:45,17h 30m,1 stop,In-flight meal not included, 152.3 
235,Ryanair,01-05-2019 21:50,Frankfurt,Rome,FRA _ BER _ FCO,02-05-2019 03:35,5h 45m,1 stop,No info, 69.8 
236,Eurowings,01-05-2019 10:20,Paris,London,CDG _ LHR,01-05-2019 12:55,2h 35m,non-stop,No info, 48.5 
237,British Airways,06-03-2019 18:15,Frankfurt,Rome,FRA _ BER _ FCO,07-03-2019 19:45,25h 30m,1 stop,No info, 187.3 
238,Multiple carriers,18-05-2019 07:05,Frankfurt,Rome,FRA _ BER _ FCO,18-05-2019 21:00,13h 55m,1 stop,No info, 151.0 
239,Ryanair,15-03-2019 18:25,London,Frankfurt,LHR _ FRA,15-03-2019 21:20,2h 55m,non-stop,No info, 97.4 
240,Multiple carriers,24-06-2019 08:45,Frankfurt,Rome,FRA _ BER _ FCO,24-06-2019 19:00,10h 15m,1 stop,No info, 137.8 
241,British Airways,18-03-2019 11:40,London,Frankfurt,LHR _ MXP _ FRA,18-03-2019 20:20,8h 40m,1 stop,No info, 149.1 
242,British Airways,06-06-2019 06:30,Paris,London,CDG _ WAW _ LHR,06-06-2019 12:00,5h 30m,1 stop,In-flight meal not included, 119.3 
243,Multiple carriers,09-06-2019 09:00,Frankfurt,Rome,FRA _ BER _ FCO,09-06-2019 21:00,12h 00m,1 stop,No info, 149.5 
244,easyJet,12-06-2019 09:45,Madrid,Paris,MAD _ CDG,12-06-2019 12:00,2h 15m,non-stop,No check-in baggage included, 39.0 
245,Air France,18-03-2019 07:05,Madrid,Paris,MAD _ CDG,18-03-2019 09:20,2h 15m,non-stop,No info, 53.3 
246,Ryanair,24-04-2019 23:30,London,Frankfurt,LHR _ FRA,25-04-2019 02:20,2h 50m,non-stop,No info, 43.4 
247,British Airways,09-06-2019 19:15,Frankfurt,Rome,FRA _ BER _ FCO,10-06-2019 04:25,9h 10m,1 stop,In-flight meal not included, 116.4 
248,Ryanair,15-05-2019 10:35,Frankfurt,Rome,FRA _ BER _ FCO,15-05-2019 21:00,10h 25m,1 stop,No info, 76.8 
249,Air France,27-06-2019 17:45,Madrid,Paris,MAD _ CDG,27-06-2019 20:05,2h 20m,non-stop,No info, 131.8 
250,easyJet,06-06-2019 08:45,Frankfurt,Rome,FRA _ BER _ FCO,06-06-2019 13:15,4h 30m,1 stop,No info, 57.9 
251,Air France,03-03-2019 06:00,Frankfurt,Rome,FRA _ FCO,03-03-2019 09:10,3h 10m,non-stop,No info, 88.0 
252,Lufthansa,01-06-2019 19:45,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,02-06-2019 19:15,23h 30m,2 stops,No info, 117.2 
253,British Airways,24-05-2019 16:30,Paris,London,CDG _ WAW _ LHR,25-05-2019 19:50,27h 20m,1 stop,In-flight meal not included, 119.3 
254,Multiple carriers,27-03-2019 09:45,Frankfurt,Rome,FRA _ BER _ FCO,27-03-2019 22:20,12h 35m,1 stop,No info, 72.6 
255,Lufthansa,21-03-2019 19:00,Frankfurt,Rome,FRA _ BER _ FCO,22-03-2019 19:15,24h 15m,1 stop,No info, 72.5 
256,easyJet,21-03-2019 13:10,Zurich,Amsterdam,ZRH _ AMS,21-03-2019 14:30,1h 20m,non-stop,No info, 34.9 
257,Lufthansa,09-05-2019 10:00,London,Frankfurt,LHR _ FRA,09-05-2019 12:45,2h 45m,non-stop,No info, 57.5 
258,British Airways,21-06-2019 07:10,London,Frankfurt,LHR _ FRA,21-06-2019 10:10,3h 00m,non-stop,In-flight meal not included, 63.5 
259,British Airways,06-06-2019 08:00,Frankfurt,Rome,FRA _ BER _ FCO,06-06-2019 19:00,11h 00m,1 stop,No info, 161.9 
260,British Airways,03-06-2019 05:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,03-06-2019 19:00,13h 30m,2 stops,No info, 143.2 
261,Ryanair,03-06-2019 22:10,London,Frankfurt,LHR _ FRA,04-06-2019 01:00,2h 50m,non-stop,No info, 37.0 
262,Wizz Air,03-03-2019 20:55,London,Frankfurt,LHR _ FRA,03-03-2019 23:50,2h 55m,non-stop,No info, 73.9 
263,Ryanair,18-03-2019 09:35,Paris,London,CDG _ LHR,18-03-2019 12:20,2h 45m,non-stop,No info, 49.1 
264,Ryanair,09-03-2019 04:55,Frankfurt,Rome,FRA _ BER _ FCO,09-03-2019 16:10,11h 15m,1 stop,No info, 67.9 
265,Lufthansa,21-05-2019 05:50,Paris,London,CDG _ BRU _ MUC _ LHR,21-05-2019 20:25,14h 35m,2 stops,No info, 135.3 
266,Multiple carriers,21-03-2019 11:40,Frankfurt,Rome,FRA _ BER _ FCO,22-03-2019 01:35,13h 55m,1 stop,No info, 84.6 
267,Ryanair,24-06-2019 11:25,Frankfurt,Rome,FRA _ BER _ FCO,25-06-2019 01:30,14h 5m,1 stop,No info, 62.5 
268,Lufthansa,12-06-2019 16:50,Paris,London,CDG _ WAW _ LHR,13-06-2019 07:55,15h 5m,1 stop,No info, 92.0 
269,Lufthansa,01-03-2019 11:40,Madrid,Paris,MAD _ CDG,01-03-2019 13:55,2h 15m,non-stop,No info, 215.9 
270,British Airways,06-03-2019 14:05,London,Frankfurt,LHR _ MXP _ FRA,07-03-2019 05:05,15h 00m,1 stop,In-flight meal not included, 148.5 
271,British Airways,01-05-2019 21:10,Paris,London,CDG _ WAW _ LHR,02-05-2019 10:05,12h 55m,1 stop,No info, 162.6 
272,Multiple carriers,12-06-2019 07:10,Frankfurt,Rome,FRA _ BER _ FCO,12-06-2019 16:10,9h 00m,1 stop,No info, 71.6 
273,Lufthansa,01-06-2019 07:00,Frankfurt,Rome,FRA _ BER _ FCO,01-06-2019 19:15,12h 15m,1 stop,No info, 109.2 
274,Multiple carriers,06-06-2019 17:50,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,07-06-2019 01:30,7h 40m,2 stops,No info, 201.0 
275,Lufthansa,09-04-2019 06:05,Frankfurt,Rome,FRA _ BER _ FCO,10-04-2019 09:25,27h 20m,1 stop,No info, 49.4 
276,Ryanair,15-03-2019 21:20,Zurich,Amsterdam,ZRH _ AMS,15-03-2019 22:45,1h 25m,non-stop,No info, 30.3 
277,Lufthansa,27-03-2019 06:20,Zurich,Amsterdam,ZRH _ AMS,27-03-2019 07:40,1h 20m,non-stop,No info, 28.3 
278,easyJet,12-06-2019 15:55,Paris,London,CDG _ WAW _ LHR,12-06-2019 21:25,5h 30m,1 stop,No info, 90.5 
279,Lufthansa,09-03-2019 20:30,Frankfurt,Rome,FRA _ BER _ FCO,10-03-2019 08:15,11h 45m,1 stop,No info, 98.9 
280,Ryanair,24-06-2019 05:35,Frankfurt,Rome,FRA _ FCO,24-06-2019 08:50,3h 15m,non-stop,No info, 55.0 
281,British Airways,12-06-2019 18:55,Paris,London,CDG _ WAW _ LHR,13-06-2019 19:50,24h 55m,1 stop,In-flight meal not included, 93.8 
282,Lufthansa,03-03-2019 06:05,Frankfurt,Rome,FRA _ BER _ FCO,04-03-2019 09:25,27h 20m,1 stop,No info, 154.5 
283,British Airways,24-05-2019 11:10,London,Frankfurt,LHR _ FRA,24-05-2019 14:05,2h 55m,non-stop,In-flight meal not included, 44.3 
284,British Airways,06-06-2019 18:55,Paris,London,CDG _ WAW _ LHR,07-06-2019 12:00,17h 5m,1 stop,In-flight meal not included, 119.3 
285,Ryanair,06-05-2019 21:25,Paris,London,CDG _ LHR,07-05-2019 00:05,2h 40m,non-stop,No info, 52.8 
286,Multiple carriers,27-05-2019 17:30,Frankfurt,Rome,FRA _ BER _ FCO,28-05-2019 01:30,8h 00m,1 stop,In-flight meal not included, 80.4 
287,Ryanair,12-05-2019 16:55,London,Frankfurt,LHR _ FRA,12-05-2019 19:55,3h 00m,non-stop,No info, 53.1 
288,British Airways,24-06-2019 09:00,Frankfurt,Rome,FRA _ BER _ FCO,25-06-2019 12:35,27h 35m,1 stop,In-flight meal not included, 112.9 
289,British Airways,27-05-2019 20:55,Frankfurt,Rome,FRA _ BER _ FCO,28-05-2019 04:25,7h 30m,1 stop,In-flight meal not included, 141.9 
290,Lufthansa,12-03-2019 17:25,London,Frankfurt,LHR _ BRU _ MUC _ FRA,13-03-2019 16:20,22h 55m,2 stops,No info, 140.6 
291,Ryanair,03-03-2019 04:45,Frankfurt,Rome,FRA _ BER _ FCO,03-03-2019 13:20,8h 35m,1 stop,No info, 163.6 
292,Lufthansa,21-03-2019 13:20,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,22-03-2019 19:15,29h 55m,2 stops,No info, 95.8 
293,British Airways,06-06-2019 20:00,Paris,London,CDG _ WAW _ LHR,07-06-2019 18:15,22h 15m,1 stop,In-flight meal not included, 119.3 
294,easyJet,06-03-2019 05:45,Zurich,Amsterdam,ZRH _ AMS,06-03-2019 07:05,1h 20m,non-stop,No info, 45.4 
295,Ryanair,18-05-2019 21:25,Paris,London,CDG _ LHR,19-05-2019 00:05,2h 40m,non-stop,No info, 52.8 
296,British Airways,06-05-2019 08:20,London,Frankfurt,LHR _ FRA,06-05-2019 11:20,3h 00m,non-stop,No info, 79.5 
297,British Airways,21-03-2019 07:00,London,Frankfurt,LHR _ MXP _ FRA,21-03-2019 19:10,12h 10m,1 stop,In-flight meal not included, 86.2 
298,easyJet,18-03-2019 09:30,Madrid,Paris,MAD _ CDG,18-03-2019 12:05,2h 35m,non-stop,No info, 42.5 
299,Multiple carriers,06-06-2019 07:30,Frankfurt,Rome,FRA _ BER _ FCO,06-06-2019 19:15,11h 45m,1 stop,No info, 99.0 
300,Air France,09-05-2019 17:00,London,Frankfurt,LHR _ FRA,09-05-2019 19:35,2h 35m,non-stop,No info, 53.7 
301,Ryanair,03-05-2019 02:35,Zurich,Amsterdam,ZRH _ AMS,03-05-2019 04:05,1h 30m,non-stop,No info, 30.3 
302,Air France,27-06-2019 07:00,London,Frankfurt,LHR _ FRA,27-06-2019 09:40,2h 40m,non-stop,No info, 51.4 
303,Eurowings,12-05-2019 10:20,Paris,London,CDG _ LHR,12-05-2019 12:55,2h 35m,non-stop,No info, 57.4 
304,British Airways,06-06-2019 05:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,07-06-2019 04:25,22h 55m,2 stops,In-flight meal not included, 114.1 
305,Ryanair,09-03-2019 06:40,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,09-03-2019 21:20,14h 40m,2 stops,No info, 89.6 
306,British Airways,27-03-2019 13:00,Frankfurt,Rome,FRA _ BER _ FCO,28-03-2019 04:25,15h 25m,1 stop,No info, 134.7 
307,British Airways,15-03-2019 08:00,London,Frankfurt,LHR _ MXP _ FRA,15-03-2019 15:15,7h 15m,1 stop,In-flight meal not included, 100.5 
308,Lufthansa,06-06-2019 13:15,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,07-06-2019 09:25,20h 10m,2 stops,No info, 120.3 
309,Lufthansa,06-06-2019 10:55,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,07-06-2019 07:40,20h 45m,2 stops,No info, 129.3 
310,easyJet,24-04-2019 17:10,Paris,London,CDG _ LHR,24-04-2019 19:40,2h 30m,non-stop,No info, 45.9 
311,British Airways,21-05-2019 20:00,Paris,London,CDG _ WAW _ LHR,22-05-2019 19:50,23h 50m,1 stop,In-flight meal not included, 119.3 
312,British Airways,03-06-2019 16:00,Frankfurt,Rome,FRA _ BER _ FCO,04-06-2019 19:00,27h 00m,1 stop,No info, 161.9 
313,British Airways,12-06-2019 06:30,Paris,London,CDG _ WAW _ LHR,12-06-2019 12:00,5h 30m,1 stop,In-flight meal not included, 108.9 
314,Ryanair,03-03-2019 09:10,Frankfurt,Rome,FRA _ BER _ FCO,03-03-2019 21:00,11h 50m,1 stop,No info, 163.6 
315,Ryanair,06-03-2019 13:20,Madrid,Paris,MAD _ CDG,06-03-2019 15:35,2h 15m,non-stop,No info, 80.2 
316,Lufthansa,06-06-2019 18:45,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,07-06-2019 19:15,24h 30m,2 stops,No info, 148.1 
317,easyJet,21-05-2019 17:45,Madrid,Paris,MAD _ CDG,21-05-2019 20:05,2h 20m,non-stop,No check-in baggage included, 39.0 
318,Multiple carriers,27-06-2019 19:00,Frankfurt,Rome,FRA _ BER _ FCO,28-06-2019 01:30,6h 30m,1 stop,No info, 79.2 
319,British Airways,01-06-2019 08:00,Frankfurt,Rome,FRA _ BER _ FCO,02-06-2019 04:25,20h 25m,1 stop,In-flight meal not included, 112.9 
320,Ryanair,15-03-2019 15:20,Paris,London,CDG _ LHR,15-03-2019 17:55,2h 35m,non-stop,No info, 45.6 
321,British Airways,27-06-2019 15:15,London,Frankfurt,LHR _ FRA,27-06-2019 18:10,2h 55m,non-stop,No info, 88.2 
322,British Airways,09-06-2019 22:50,Frankfurt,Rome,FRA _ BER _ FCO,10-06-2019 04:25,5h 35m,1 stop,In-flight meal not included, 112.9 
323,easyJet,15-06-2019 14:55,Paris,London,CDG _ LHR,15-06-2019 17:25,2h 30m,non-stop,No check-in baggage included, 42.3 
324,British Airways,12-03-2019 09:45,London,Frankfurt,LHR _ MXP _ FRA,13-03-2019 00:30,14h 45m,1 stop,No info, 126.6 
325,British Airways,01-05-2019 08:25,Paris,London,CDG _ WAW _ LHR,01-05-2019 20:45,12h 20m,1 stop,No info, 162.6 
326,British Airways,27-05-2019 17:30,Frankfurt,Rome,FRA _ BER _ FCO,28-05-2019 19:00,25h 30m,1 stop,No info, 176.9 
327,British Airways,27-05-2019 22:50,Frankfurt,Rome,FRA _ BER _ FCO,28-05-2019 04:25,5h 35m,1 stop,In-flight meal not included, 141.9 
328,Multiple carriers,06-03-2019 07:30,Frankfurt,Rome,FRA _ BER _ FCO,06-03-2019 19:15,11h 45m,1 stop,No info, 168.9 
329,Ryanair,24-03-2019 18:25,London,Frankfurt,LHR _ FRA,24-03-2019 21:20,2h 55m,non-stop,No info, 80.3 
330,easyJet,24-03-2019 15:05,Paris,London,CDG _ WAW _ LHR,24-03-2019 20:45,5h 40m,1 stop,No info, 68.2 
331,Lufthansa,09-06-2019 09:10,Paris,London,CDG _ WAW _ LHR,09-06-2019 13:15,4h 5m,1 stop,No info, 99.0 
332,Ryanair,21-03-2019 14:20,Frankfurt,Rome,FRA _ BER _ FCO,21-03-2019 22:20,8h 00m,1 stop,No info, 71.8 
333,Wizz Air,09-04-2019 20:55,London,Frankfurt,LHR _ FRA,09-04-2019 23:40,2h 45m,non-stop,No info, 46.6 
334,Ryanair,12-03-2019 20:25,Paris,London,CDG _ LHR,12-03-2019 23:05,2h 40m,non-stop,No info, 45.6 
335,easyJet,24-05-2019 21:10,London,Frankfurt,LHR _ FRA,25-05-2019 00:05,2h 55m,non-stop,No info, 43.7 
336,Eurowings,06-05-2019 07:35,Paris,London,CDG _ WAW _ LHR,06-05-2019 23:30,15h 55m,1 stop,No info, 57.1 
337,British Airways,09-04-2019 13:25,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,10-04-2019 12:35,23h 10m,2 stops,No info, 104.3 
338,British Airways,03-06-2019 11:40,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,03-06-2019 19:00,7h 20m,2 stops,No info, 206.8 
339,Lufthansa,18-06-2019 05:10,Frankfurt,Rome,FRA _ FCO,18-06-2019 08:00,2h 50m,non-stop,No info, 57.2 
340,British Airways,27-05-2019 11:30,Frankfurt,Rome,FRA _ BER _ FCO,27-05-2019 19:00,7h 30m,1 stop,No info, 176.9 
341,British Airways,15-06-2019 19:50,London,Frankfurt,LHR _ FRA,15-06-2019 22:50,3h 00m,non-stop,In-flight meal not included, 79.5 
342,Multiple carriers,27-05-2019 17:45,Frankfurt,Rome,FRA _ BER _ FCO,28-05-2019 01:30,7h 45m,1 stop,No info, 74.7 
343,British Airways,09-05-2019 09:35,Paris,London,CDG _ WAW _ LHR,10-05-2019 10:55,25h 20m,1 stop,No info, 120.5 
344,Multiple carriers,24-06-2019 15:05,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,25-06-2019 01:30,10h 25m,2 stops,No info, 175.6 
345,Lufthansa,09-04-2019 12:55,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,10-04-2019 19:15,30h 20m,2 stops,No info, 109.7 
346,Ryanair,06-06-2019 22:15,Paris,London,CDG _ LHR,07-06-2019 00:50,2h 35m,non-stop,No info, 52.8 
347,British Airways,27-05-2019 10:00,Frankfurt,Rome,FRA _ BER _ FCO,27-05-2019 19:00,9h 00m,1 stop,No info, 176.9 
348,British Airways,12-06-2019 21:25,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,13-06-2019 12:35,15h 10m,2 stops,In-flight meal not included, 126.6 
349,Lufthansa,09-06-2019 09:25,Paris,London,CDG _ BRU _ MUC _ LHR,10-06-2019 13:45,28h 20m,2 stops,No info, 127.0 
350,British Airways,24-04-2019 17:45,London,Frankfurt,LHR _ FRA,24-04-2019 20:45,3h 00m,non-stop,No info, 79.5 
351,British Airways,27-04-2019 06:00,London,Frankfurt,LHR _ FRA,27-04-2019 08:45,2h 45m,non-stop,In-flight meal not included, 50.0 
352,Ryanair,15-05-2019 05:10,Frankfurt,Rome,FRA _ BER _ FCO,15-05-2019 10:05,4h 55m,1 stop,No info, 71.5 
353,Ryanair,15-06-2019 21:25,Paris,London,CDG _ LHR,16-06-2019 00:05,2h 40m,non-stop,No info, 52.8 
354,Lufthansa,01-03-2019 11:05,London,Frankfurt,LHR _ MXP _ FRA,02-03-2019 09:15,22h 10m,1 stop,No info, 147.8 
355,British Airways,27-03-2019 18:15,Frankfurt,Rome,FRA _ BER _ FCO,28-03-2019 04:25,10h 10m,1 stop,In-flight meal not included, 71.9 
356,Ryanair,01-06-2019 23:30,London,Frankfurt,LHR _ FRA,02-06-2019 02:20,2h 50m,non-stop,No info, 50.5 
357,Ryanair,18-03-2019 16:15,London,Frankfurt,LHR _ MXP _ FRA,18-03-2019 20:35,4h 20m,1 stop,No info, 48.8 
358,Eurowings,21-03-2019 20:10,Frankfurt,Rome,FRA _ BER _ FCO,22-03-2019 07:10,11h 00m,1 stop,No info, 67.7 
359,British Airways,21-06-2019 17:45,London,Frankfurt,LHR _ FRA,21-06-2019 20:45,3h 00m,non-stop,In-flight meal not included, 85.3 
360,British Airways,24-06-2019 14:00,Frankfurt,Rome,FRA _ BER _ FCO,25-06-2019 12:35,22h 35m,1 stop,In-flight meal not included, 112.9 
361,British Airways,09-06-2019 18:55,London,Frankfurt,LHR _ FRA,09-06-2019 22:00,3h 5m,non-stop,No info, 88.2 
362,easyJet,24-03-2019 06:55,Paris,London,CDG _ LHR,24-03-2019 09:35,2h 40m,non-stop,No check-in baggage included, 52.6 
363,Air France,27-06-2019 11:30,London,Frankfurt,LHR _ FRA,27-06-2019 14:20,2h 50m,non-stop,No info, 51.4 
364,Lufthansa,06-03-2019 11:50,London,Frankfurt,LHR _ MXP _ FRA,07-03-2019 08:55,21h 5m,1 stop,No info, 160.5 
365,British Airways,24-03-2019 16:55,Paris,London,CDG _ WAW _ LHR,25-03-2019 04:45,11h 50m,1 stop,No info, 156.5 
366,Lufthansa,15-05-2019 05:15,Frankfurt,Rome,FRA _ BER _ FCO,16-05-2019 06:50,25h 35m,1 stop,No info, 92.7 
367,Multiple carriers,12-06-2019 07:05,Frankfurt,Rome,FRA _ BER _ FCO,12-06-2019 22:30,15h 25m,1 stop,No info, 106.1 
368,Ryanair,03-03-2019 14:40,Madrid,Paris,MAD _ CDG,03-03-2019 17:05,2h 25m,non-stop,No info, 80.2 
369,Eurowings,09-04-2019 06:50,Paris,London,CDG _ WAW _ LHR,09-04-2019 10:30,3h 40m,1 stop,No info, 56.8 
370,Ryanair,09-03-2019 18:25,London,Frankfurt,LHR _ FRA,09-03-2019 21:20,2h 55m,non-stop,No info, 75.5 
371,Air France,15-04-2019 06:00,Frankfurt,Rome,FRA _ FCO,15-04-2019 09:10,3h 10m,non-stop,No info, 68.4 
372,Eurowings,24-05-2019 07:35,Paris,London,CDG _ WAW _ LHR,24-05-2019 19:25,11h 50m,1 stop,No info, 57.1 
373,Ryanair,09-04-2019 20:00,London,Frankfurt,LHR _ FRA,09-04-2019 22:50,2h 50m,non-stop,No info, 53.1 
374,easyJet,03-04-2019 09:30,London,Frankfurt,LHR _ FRA,03-04-2019 12:20,2h 50m,non-stop,No check-in baggage included, 43.1 
375,Ryanair,03-06-2019 19:05,Zurich,Amsterdam,ZRH _ AMS,03-06-2019 20:35,1h 30m,non-stop,No info, 30.3 
376,Multiple carriers,09-05-2019 07:30,Frankfurt,Rome,FRA _ BER _ FCO,09-05-2019 19:00,11h 30m,1 stop,No info, 102.5 
377,Multiple carriers,27-03-2019 10:00,Frankfurt,Rome,FRA _ BER _ FCO,27-03-2019 18:50,8h 50m,1 stop,No info, 128.3 
378,British Airways,12-06-2019 08:25,Paris,London,CDG _ WAW _ LHR,13-06-2019 04:40,20h 15m,1 stop,In-flight meal not included, 68.5 
379,Lufthansa,24-03-2019 09:25,Paris,London,CDG _ BRU _ MUC _ LHR,25-03-2019 05:35,20h 10m,2 stops,No info, 146.8 
